network,station_code,station_name,station_lat,station_lon,geos_lat_index,geos_lon_index,geos_grid_lat,geos_grid_lon,geos_distance_km,initialization_time,forecast_day,lead_hour,datetime_utc,datetime_local,observed_pm25,obs_n_obs,WIND,PS,Q500,Q850,QV10M,T10M,T500,T850,U10M,V10M,BCSMASS,DUSMASS25,OCSMASS,SO2SMASS,SO4SMASS,SSSMASS25,TOTEXTTAU,PM25,BC_MLPM25,GEOSPM25,NISMASS25
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-01 00:00:00,1,8,2021-02-01 07:30:00,2021-02-01 14:30:00,13.333333,3,1.1981037855148315,99195.125,0.0001385712530463,0.0104065937921404,0.0115271378308534,301.90521240234375,268.41455078125,287.92974853515625,0.6795626282691956,-0.986735701560974,1.4460965394973757,1.3023964166641235,9.938958168029783,1.32786226272583,6.0174665451049805,0.2887653112411499,0.3724006116390228,38.023034783688544,38.023034783688544,29.201396942138672,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-01 00:00:00,1,10,2021-02-01 10:30:00,2021-02-01 17:30:00,996.633333,3,1.2820035219192505,98898.1328125,0.0001278376439586,0.0096443006768822,0.0128710977733135,300.1710205078125,269.1055603027344,289.50701904296875,-0.4036518931388855,-1.2167983055114746,1.142325758934021,1.189619064331055,7.47968864440918,2.8849172592163086,5.160861968994141,0.3115113079547882,0.1811834126710891,26.854939870129865,26.854939870129865,23.203081130981445,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-01 00:00:00,1,10,2021-02-01 10:30:00,2021-02-01 17:30:00,24.2,3,1.4306905269622805,99154.1328125,0.0001283144811168,0.0102699110284447,0.012916874140501,300.4835205078125,269.0743103027344,288.81951904296875,0.4020121693611145,-1.3730483055114746,1.3733373880386353,1.2587406635284424,8.963984489440918,3.3542165756225586,6.099460601806641,0.2996878921985626,0.269806444644928,38.3176164503552,38.3176164503552,27.453697204589844,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-01 00:00:00,1,16,2021-02-01 16:30:00,2021-02-01 23:30:00,996.866667,3,2.0228569507598877,99103.8671875,0.0001426293456461,0.0093592815101146,0.0116033749654889,296.3554382324219,269.8282775878906,290.13665771484375,-1.7862179279327393,-0.9494083523750304,1.427910089492798,1.1932570934295654,9.153183937072754,13.82431983947754,6.037686347961426,0.3525300621986389,0.2196878492832183,39.85699857545232,39.85699857545232,27.751245498657227,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-01 00:00:00,1,20,2021-02-01 19:30:00,2021-02-02 02:30:00,996.9,3,1.7940741777420044,99021.375,0.0001454494049539,0.0098814107477664,0.012305287644267,293.8592529296875,269.3453674316406,289.832275390625,-1.7934991121292114,-0.045420229434967,1.6243606805801392,1.120497465133667,11.132261276245115,20.285369873046875,5.469297409057617,0.2755843102931976,0.2439318150281906,40.78760434343434,40.78760434343434,30.57879638671875,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-01 00:00:00,1,22,2021-02-01 22:30:00,2021-02-02 05:30:00,996.9,3,1.8472427129745483,99117.328125,0.0001459911145502,0.0099735623225569,0.0130385141819715,291.357666015625,268.7889404296875,289.41473388671875,-1.7826253175735474,0.4843066036701202,1.7335000038146973,0.8421921730041504,13.43153190612793,13.838871002197266,3.17667818069458,0.4207493662834167,0.2553435564041137,50.237138061938055,50.237138061938055,31.54113006591797,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-02 00:00:00,1,2,2021-02-02 01:30:00,2021-02-02 08:30:00,32.666667,3,3.733647584915161,99554.1953125,0.0001318454742431,0.010101318359375,0.0121983774006366,294.2420654296875,269.5531005859375,289.3533020019531,-3.73076057434082,-0.1467956602573394,1.164153218269348,0.8776623606681824,9.342331886291504,8.294591903686523,3.0856058597564697,0.980435311794281,0.324040949344635,46.76105815295815,46.76105815295815,24.08115577697754,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-02 00:00:00,1,4,2021-02-02 04:30:00,2021-02-02 11:30:00,996.766667,3,1.4045076370239258,99264.8515625,0.0001205209773615,0.0104675572365522,0.012142370454967,299.99676513671875,269.3452453613281,288.5244140625,-1.4012062549591064,0.0962434709072113,1.0131771564483645,0.8640199899673462,8.556526184082031,3.059540271759033,3.3615057468414307,0.5302354097366333,0.3603477478027344,31.621435751470752,31.621435751470752,22.431249618530273,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-02 00:00:00,1,8,2021-02-02 07:30:00,2021-02-02 14:30:00,21.466667,3,2.4393770694732666,94048.6953125,0.0001317164569627,0.008331723511219,0.0091214478015899,301.29095458984375,269.09326171875,291.6050720214844,2.239353895187378,0.9673956036567688,0.8940333127975464,0.6266419291496277,6.068148612976074,1.9826984405517576,4.2856879234313965,0.2883126139640808,0.2304095029830932,25.508378199578203,25.508378199578203,18.62447738647461,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-02 00:00:00,1,10,2021-02-02 10:30:00,2021-02-02 17:30:00,28.1,3,1.418662428855896,94028.8984375,0.000108177497168,0.0092181367799639,0.0121122132986783,299.1435852050781,269.0128173828125,291.446533203125,1.103502631187439,0.8915632367134094,0.9840735793113708,0.7039496302604675,7.108612060546875,2.3246684074401855,4.824390411376953,0.2874081134796142,0.3023748695850372,25.330673830336337,25.330673830336337,21.404470443725582,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-02 00:00:00,1,16,2021-02-02 16:30:00,2021-02-02 23:30:00,996.866667,3,3.214872121810913,99077.90625,0.0001225459418492,0.0092873806133866,0.0123277613893151,295.59954833984375,269.70184326171875,290.1800537109375,-3.207981824874878,-0.2103725671768188,1.6807488203048706,0.6912235617637634,16.618305206298828,13.707903861999512,3.980694532394409,0.2856141924858093,0.2788765728473663,52.51807085137085,52.51807085137085,38.04398727416992,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-03 00:00:00,1,8,2021-02-03 07:30:00,2021-02-03 14:30:00,22.233333,3,2.9222545623779297,99192.3984375,0.0001268387568416,0.0091253537684679,0.0103828944265842,302.4345703125,268.3384704589844,288.5561828613281,-2.9091854095458984,0.2760652601718902,1.866283178329468,0.6248229146003723,26.86283493041992,2.5102052688598633,3.0678722858428955,0.4097273647785187,0.3734784722328186,54.15488513708513,54.15488513708513,55.472259521484375,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-03 00:00:00,1,10,2021-02-03 10:30:00,2021-02-03 17:30:00,25.333333,3,1.9914119243621824,99232.3515625,0.0001158734594355,0.0087132770568132,0.0116518782451748,300.7170104980469,267.96234130859375,289.07379150390625,-1.9910587072372437,-0.0375050008296966,1.502485275268555,0.5047696232795715,20.430889129638672,3.463355779647827,2.7258646488189697,0.3201422691345215,0.2721219062805176,48.31167373737373,48.31167373737373,42.85105514526367,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-03 00:00:00,1,14,2021-02-03 13:30:00,2021-02-03 20:30:00,43.4,3,2.513437509536743,99407.75,9.763118578121066e-05,0.0082415267825126,0.0109197879210114,297.7568664550781,268.13995361328125,289.1509094238281,-2.428049325942993,-0.6495727300643921,1.5243130922317505,0.4151844084262848,19.965227127075195,8.731148719787598,2.3126678466796875,0.2194166630506515,0.1948602944612503,40.26298305194806,40.26298305194806,41.276241302490234,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-03 00:00:00,1,16,2021-02-03 16:30:00,2021-02-03 23:30:00,47.1,3,4.331701278686523,99499.953125,8.173554670065641e-05,0.0097221340984106,0.0115627814084291,295.70263671875,268.02178955078125,288.07452392578125,-4.218026638031006,0.9858441948890686,0.8876668214797974,0.4552022516727447,7.799826622009277,6.119080543518066,1.7460064888000488,0.2755862474441528,0.1681720614433288,33.809653422965916,33.809653422965916,18.058902740478516,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-03 00:00:00,1,22,2021-02-03 22:30:00,2021-02-04 05:30:00,18.6,3,1.9811253547668457,99208.875,9.21711980481632e-05,0.0087024811655282,0.0115157626569271,291.1864013671875,268.28460693359375,288.4031066894531,-1.6335136890411377,1.120932936668396,1.1805241107940674,0.5284188985824585,7.974449634552002,6.883055686950684,2.0801427364349365,0.2766359746456146,0.1509235501289367,27.492430916305914,27.492430916305914,19.199785232543945,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-04 00:00:00,1,10,2021-02-04 10:30:00,2021-02-04 17:30:00,27.166667,3,1.004452109336853,94029.28125,0.0001218370525748,0.007843037135899,0.0099113881587982,300.8175048828125,267.60601806640625,292.6593017578125,0.2467898875474929,0.9736625552177428,0.79217129945755,0.4811341762542724,8.178201675415039,4.794856071472168,2.962211847305298,0.1998877525329589,0.2182395309209823,26.026599700577204,26.026599700577204,20.266998291015625,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-04 00:00:00,1,16,2021-02-04 16:30:00,2021-02-04 23:30:00,80.966667,3,3.8479678630828857,99464.8828125,0.0013943574158474,0.0092775737866759,0.0111017664894461,294.34674072265625,268.7135009765625,287.5337829589844,-3.7878730297088623,0.6774032115936279,1.178707718849182,0.4402929544448852,11.714337348937988,6.890331745147705,1.8716446161270144,0.1390203684568405,0.188008040189743,35.64428252886003,35.64428252886003,25.41733741760254,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-04 00:00:00,1,20,2021-02-04 19:30:00,2021-02-05 02:30:00,27.566667,3,2.121671438217163,99102.34375,0.0016839023446664,0.0087131820619106,0.010918028652668,291.9752502441406,268.5492248535156,287.9088134765625,-1.9494727849960327,0.8372849225997925,1.335141658782959,0.4533484578132629,9.749839782714844,6.642949104309082,1.5458823442459106,0.1788398623466491,0.191495656967163,34.45620147075147,34.45620147075147,21.64262962341309,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-04 00:00:00,1,20,2021-02-04 19:30:00,2021-02-05 02:30:00,35.866667,3,3.180748462677002,99358.34375,0.0016495700692757,0.0084690414369106,0.010704405605793,292.3502502441406,268.5179748535156,288.1900634765625,-3.1565041542053223,0.3919724225997925,1.2041743993759155,0.4833617806434631,10.011774063110352,7.385097026824951,2.4408249855041504,0.2811580002307892,0.193448781967163,36.034412824675314,36.034412824675314,23.34602165222168,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-05 00:00:00,1,4,2021-02-05 04:30:00,2021-02-05 11:30:00,42.2,3,0.887292206287384,94371.5234375,0.0010490509448572,0.008758544921875,0.0094996402040123,300.0279541015625,266.9582824707031,289.637451171875,0.8675605058670044,-0.1860813498497009,0.9677023887634276,0.6320987939834595,9.065844535827637,2.699380159378052,2.718125343322754,0.5229594707489014,0.2415863871574401,31.522589382839385,31.522589382839385,22.17870330810547,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-05 00:00:00,1,4,2021-02-05 04:30:00,2021-02-05 11:30:00,25.433333,3,3.378626585006714,99587.5234375,0.0017871948657557,0.0085601806640625,0.0097285220399498,299.2467041015625,267.5832824707031,286.918701171875,-3.366814613342285,-0.2822727560997009,0.5156834721565247,0.4829416871070862,4.591130256652832,1.5807018280029297,1.6776633262634275,0.4006324112415313,0.2301117777824401,29.777373103563107,29.777373103563107,11.97007942199707,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-05 00:00:00,1,10,2021-02-05 10:30:00,2021-02-05 17:30:00,28.6,3,1.0337971448898315,93900.453125,0.0025486310478299,0.0075531518086791,0.0100019359961152,300.6229248046875,266.57318115234375,292.6988830566406,-0.6671133041381836,0.78974449634552,0.8058128952980042,0.5366038680076599,8.396476745605469,2.943124771118164,2.3625071048736572,0.3374250829219818,0.2173416763544082,31.177200050505046,31.177200050505046,20.041946411132812,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-05 00:00:00,1,16,2021-02-05 16:30:00,2021-02-05 23:30:00,81.633333,3,2.994002103805542,99050.46875,0.0024268091656267,0.007981645874679,0.0099842930212616,294.78570556640625,267.4499816894531,288.0611572265625,-2.9919607639312744,0.1105396747589111,1.7535220384597778,0.442185491323471,26.484848022460938,12.22360897064209,2.645259380340576,0.2588525116443634,0.2258574217557907,50.5839862914863,50.5839862914863,53.7645149230957,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-05 00:00:00,1,16,2021-02-05 16:30:00,2021-02-05 23:30:00,90.333333,3,1.8863571882247925,94154.46875,0.0026213587261736,0.009477007202804,0.0105488682165741,295.53570556640625,266.5124816894531,290.2486572265625,0.5900704860687256,1.7916920185089111,1.1587125062942505,0.5276780128479004,14.377655029296877,8.236384391784668,2.7725884914398193,0.3375238180160522,0.2834745943546295,30.93808060966811,30.93808060966811,31.716001510620117,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-06 00:00:00,1,10,2021-02-06 10:30:00,2021-02-06 17:30:00,32.966667,3,1.6493051052093506,98978.875,0.0017509727040305,0.0087454253807663,0.0112052140757441,300.4816589355469,265.8504943847656,288.7226257324219,-1.579822063446045,0.4736768901348114,0.8103678226470947,0.4874891638755798,7.465183258056641,2.062733888626098,2.8709311485290527,0.2623895108699798,0.1652221828699112,33.003184754689755,33.003184754689755,18.945106506347656,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-06 00:00:00,1,14,2021-02-06 13:30:00,2021-02-06 20:30:00,129.833333,3,1.3446694612503052,93958.046875,0.0023463768884539,0.0083202980458736,0.010471960529685,298.418701171875,265.0008544921875,292.298583984375,0.7850512862205505,1.091709852218628,0.7203428149223328,0.6330083012580872,6.562961578369141,3.958120822906494,2.0238840579986572,0.3701701164245605,0.1728084832429886,31.95344096320346,31.95344096320346,16.319692611694336,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-06 00:00:00,1,16,2021-02-06 16:30:00,2021-02-06 23:30:00,76.6,3,2.4574785232543945,98911.75,0.0012042686576023,0.0079954285174608,0.0089005483314394,296.1532897949219,266.98291015625,289.4947509765625,-2.4491846561431885,-0.2017313838005066,1.200568914413452,0.4883991479873657,10.404719352722168,9.807991027832031,3.0903172492980957,0.2502226233482361,0.1716232150793075,32.32759825757575,32.32759825757575,24.916872024536133,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-06 00:00:00,1,22,2021-02-06 22:30:00,2021-02-07 05:30:00,28.866667,3,2.9930667877197266,99160.6953125,0.0009859027341008,0.007965488359332,0.0107035487890243,290.8280944824219,266.46319580078125,289.04736328125,-2.9799137115478516,0.2802907824516296,1.2278989553451538,0.5766246318817139,10.303133010864258,10.142684936523438,2.4365243911743164,0.3111201226711273,0.1562578380107879,35.84880502913752,35.84880502913752,24.011505126953125,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-06 00:00:00,1,22,2021-02-06 22:30:00,2021-02-07 05:30:00,28.333333,3,2.9930667877197266,99160.6953125,0.0009859027341008,0.007965488359332,0.0107035487890243,290.8280944824219,266.46319580078125,289.04736328125,-2.9799137115478516,0.2802907824516296,1.2278989553451538,0.5766246318817139,10.303133010864258,10.142684936523438,2.4365243911743164,0.3111201226711273,0.1562578380107879,35.84880502913752,35.84880502913752,24.011505126953125,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-07 00:00:00,1,4,2021-02-07 04:30:00,2021-02-07 11:30:00,53.733333,3,1.2039473056793213,94143.125,0.0020714192651212,0.0097199054434895,0.0104593951255083,299.8155212402344,263.1417236328125,289.9420471191406,0.6848781108856201,0.9901671409606934,3.841705560684204,0.5547917485237122,73.3416519165039,8.250935554504395,3.583674907684326,0.3724381923675537,0.871866762638092,69.81486262626264,69.81486262626264,141.71145629882812,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-07 00:00:00,1,14,2021-02-07 13:30:00,2021-02-07 20:30:00,140.8,3,1.092365860939026,93939.6875,0.0017267406219616,0.0095372442156076,0.0110697746276855,298.2131652832031,263.23419189453125,291.85675048828125,0.7390124797821045,0.8044400215148926,3.5906856060028076,0.496620237827301,64.95974731445312,7.785274505615234,3.945063829421997,0.3074470460414886,0.3586527407169342,68.75206479076479,68.75206479076479,126.74675750732422,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-07 00:00:00,1,20,2021-02-07 19:30:00,2021-02-08 02:30:00,91.2,3,1.312851905822754,93983.8515625,0.0030524909961968,0.0101022897288203,0.0116193899884819,293.66888427734375,262.96771240234375,289.1121520996094,-0.2391839027404785,-1.2908800840377808,3.732567548751831,0.4759530127048492,67.63732147216797,12.951204299926758,4.469634532928467,0.2580980360507965,0.7456825971603394,66.73093896103894,66.73093896103894,132.3595428466797,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-08 00:00:00,1,2,2021-02-08 01:30:00,2021-02-08 08:30:00,40.066667,3,3.155383825302124,99066.78125,0.001823425409384,0.0086212158203125,0.0114982342347502,293.8240966796875,263.2587585449219,288.79339599609375,-3.0208659172058105,0.9114910960197448,0.895852267742157,0.5820766091346741,7.035851001739502,4.300090789794922,2.335644006729126,0.1882653981447219,0.2706664800643921,32.20851645382396,32.20851645382396,17.542236328125,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-08 00:00:00,1,8,2021-02-08 07:30:00,2021-02-08 14:30:00,21.9,3,3.55703067779541,98616.4375,0.0022850090172141,0.0102387852966785,0.01156104542315,302.6571960449219,264.3945007324219,289.1208801269531,-3.5513617992401123,-0.2007413506507873,1.0677473545074463,0.5657058358192444,9.589715003967283,1.1732481718063354,2.0202174186706543,0.2360138744115829,0.2595739662647247,31.652974935064933,31.652974935064933,21.90875244140625,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-08 00:00:00,1,8,2021-02-08 07:30:00,2021-02-08 14:30:00,17.1,3,1.6653896570205688,93912.4375,0.0031242424156516,0.010040421038866,0.0125986430794,293.2196960449219,262.3632507324219,288.3708801269531,-0.3394476473331451,-1.6304287910461426,1.946319341659546,0.8458302021026611,22.613679885864254,1.6025296449661257,8.019244194030762,0.374711811542511,0.4929724037647247,49.20570808080807,49.20570808080807,54.897945404052734,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-08 00:00:00,1,10,2021-02-08 10:30:00,2021-02-08 17:30:00,23.533333,3,2.9464471340179443,98778.921875,0.0032085152342915,0.010376589372754,0.0123534696176648,301.0023193359375,263.9486389160156,289.70172119140625,-2.7909047603607178,-0.94467031955719,0.9167739152908324,0.4365576505661011,9.124066352844238,2.321030378341675,1.3829971551895142,0.1759872734546661,0.239631175994873,33.784429209956706,33.784429209956706,19.854259490966797,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-08 00:00:00,1,16,2021-02-08 16:30:00,2021-02-08 23:30:00,29.466667,3,2.2229321002960205,98969.5625,0.0033743737731128,0.0108356131240725,0.0138838430866599,294.7794494628906,264.7040100097656,285.9327697753906,-1.9254623651504517,-1.1108651161193848,0.721240222454071,0.3265095353126526,9.313310623168944,6.788468360900879,1.630138874053955,0.4920566082000732,0.4206150472164154,31.98987621933621,31.98987621933621,20.54520606994629,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-08 00:00:00,1,20,2021-02-08 19:30:00,2021-02-09 02:30:00,27.766667,3,3.821444511413574,98818.4375,0.0036350574810057,0.0108838742598891,0.0125419963151216,292.75750732421875,264.0736999511719,286.53314208984375,-3.717516660690307,0.8851592540740967,0.795827329158783,0.6048176884651184,5.770027160644531,3.9290170669555664,2.9253711700439453,0.502170979976654,0.3266756236553192,25.73577382756133,25.73577382756133,16.311248779296875,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-08 00:00:00,1,20,2021-02-08 19:30:00,2021-02-09 02:30:00,16.533333,3,2.1371214389801025,94178.4375,0.0031620350200682,0.0074659059755504,0.0086662638932466,285.69500732421875,262.3393249511719,281.34564208984375,-0.4753291606903076,-2.0835907459259033,1.4151932001113892,1.5807055234909058,14.27562141418457,0.5429683327674866,7.833004474639893,0.1995366066694259,0.4531404674053192,31.7213868939394,31.7213868939394,39.66193008422851,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-08 00:00:00,1,22,2021-02-08 22:30:00,2021-02-09 05:30:00,10.733333,3,3.0581750869750977,98866.640625,0.0027967165224254,0.0111582744866609,0.01229755487293,291.75628662109375,262.65252685546875,286.5966796875,-3.049859046936035,0.2253735661506652,0.9768409132957458,0.728515088558197,6.061338901519775,4.089087963104248,3.225595712661743,0.3844256997108459,0.4720567464828491,23.50675112970363,23.50675112970363,17.435386657714844,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-09 00:00:00,1,4,2021-02-09 04:30:00,2021-02-09 11:30:00,4.333333,3,3.5728588104248047,99304.671875,0.0014457738725468,0.0111236637458205,0.011318489909172,292.9927978515625,262.6436767578125,286.2960510253906,-3.292879581451416,-1.3864572048187256,1.4879337549209597,1.0513758659362793,13.096729278564451,2.099113702774048,5.151401042938232,0.4965841174125671,0.6797382831573486,49.93880187590189,49.93880187590189,33.69318389892578,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-09 00:00:00,1,8,2021-02-09 07:30:00,2021-02-09 14:30:00,4.666667,3,2.800316333770752,99092.046875,0.0004292125522624,0.0106201916933059,0.0115044619888067,292.89501953125,262.98187255859375,285.6767578125,-2.2787113189697266,-1.6276503801345823,2.488380670547486,1.2660166025161743,25.582321166992188,2.877641201019287,6.766743183135986,0.4938556253910064,0.5646905899047852,63.36452635142635,63.36452635142635,59.60070037841797,
AQMS,AQMS09,AQMS09,18.10619444,102.6635278,52,140,18.0,102.812,19.684559,2021-02-09 00:00:00,1,14,2021-02-09 13:30:00,2021-02-09 20:30:00,8.3,3,2.5351309776306152,99290.5546875,8.543669537175447e-05,0.0098885344341397,0.0114927534013986,291.1658935546875,264.9014892578125,286.0977478027344,-2.5346872806549072,-0.0474309921264648,4.074571132659912,1.3224053382873535,50.34983825683594,10.331859588623049,8.659073829650879,0.14688341319561,0.450185626745224,70.39314937284936,70.39314937284936,108.0797882080078,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-09 00:00:00,1,14,2021-02-09 13:30:00,2021-02-09 20:30:00,4.0,3,2.5351309776306152,99290.5546875,8.543669537175447e-05,0.0098885344341397,0.0114927534013986,291.1658935546875,264.9014892578125,286.0977478027344,-2.5346872806549072,-0.0474309921264648,4.074571132659912,1.3224053382873535,50.34983825683594,10.331859588623049,8.659073829650879,0.14688341319561,0.450185626745224,70.39314937284936,70.39314937284936,108.0797882080078,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-09 00:00:00,1,22,2021-02-09 22:30:00,2021-02-10 05:30:00,4.5,3,0.8048191070556641,98999.6171875,7.284534513019025e-05,0.0069415289908647,0.0109454896301031,288.91949462890625,266.786865234375,285.606689453125,-0.3743246793746948,0.7124709486961365,5.624372482299805,1.1423295736312866,63.09770202636719,15.454133987426758,11.409337043762209,0.0464417226612567,1.0573608875274658,80.86807575757577,80.86807575757577,136.0768585205078,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-09 00:00:00,1,22,2021-02-09 22:30:00,2021-02-10 05:30:00,6.333333,3,1.3147914409637451,94231.6171875,9.0965157141909e-05,0.0060794074088335,0.0082904603332281,284.85699462890625,263.458740234375,282.856689453125,-0.7942465543746948,-1.0477828979492188,1.4879904985427856,1.431548833847046,12.151445388793944,5.900801658630371,13.91226577758789,0.1784889847040176,0.259020984172821,31.483682552170055,31.483682552170055,44.099998474121094,
AQMS,AQMS10,AQMS10,18.05336111,102.7633333,52,140,18.0,102.812,7.888797,2021-02-10 00:00:00,1,2,2021-02-10 01:30:00,2021-02-10 08:30:00,10.666667,3,0.9605801701545716,99471.984375,8.881092071533203e-05,0.0063018798828125,0.0108833480626344,289.8088684082031,267.9786376953125,285.30096435546875,-0.7834475040435791,-0.5558096170425415,2.7685017585754395,1.0913935899734497,29.103830337524418,4.991306781768799,17.026243209838867,0.092313714325428,0.7948012351989746,76.06855512265511,76.06855512265511,79.75019073486328,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-10 00:00:00,1,14,2021-02-10 13:30:00,2021-02-10 20:30:00,69.4,3,0.7900187969207764,94101.9140625,0.0003309453313704,0.0053482931107282,0.0066577740944921,294.1122741699219,266.9556884765625,287.904296875,-0.6728500127792358,-0.4140079617500305,0.3770032227039337,0.7767130136489868,2.9287102222442627,3.088644027709961,2.903674364089966,0.0060609802603721,0.0865449532866478,22.486377366522365,22.486377366522365,10.4240083694458,
AQMS,AQMS06,AQMS06,17.96252778,102.6060556,52,139,18.0,102.5,11.965774,2021-02-10 00:00:00,1,16,2021-02-10 16:30:00,2021-02-10 23:30:00,27.233333,3,2.038857936859131,98894.4375,0.0004465748206712,0.0068742213770747,0.0088632376864552,294.6914367675781,270.4005126953125,287.78399658203125,-2.0162158012390137,-0.303010493516922,1.0332129001617432,0.5266106724739075,9.953747749328612,12.660165786743164,2.641622543334961,0.0064599062316119,0.1255275011062622,31.23656193833944,31.23656193833944,23.11526107788086,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-10 00:00:00,1,16,2021-02-10 16:30:00,2021-02-10 23:30:00,71.6,3,0.680585503578186,94126.4375,0.0004522968665696,0.0054856715723872,0.0065133846364915,292.2539367675781,267.4630126953125,287.75274658203125,0.2025340795516967,-0.6497511863708496,0.4365843534469604,0.7712647914886475,3.8928749561309814,4.714820384979248,2.994506359100342,0.0057493634521961,0.0850001648068428,19.00772387029637,19.00772387029637,12.338220596313477,
AQMS,AQMS07,AQMS07,19.90894444,102.1782222,60,138,20.0,102.188,10.171261,2021-02-11 00:00:00,1,2,2021-02-11 01:30:00,2021-02-11 08:30:00,16.666667,3,0.8036639094352722,94278.7890625,0.0005664825439453,0.00585174607113,0.0065438626334071,288.77301025390625,265.9430847167969,286.26104736328125,-0.768058180809021,0.2365634441375732,0.4765752255916595,0.6893969774246216,5.355110168457031,7.77072286605835,2.7365660667419434,0.001847411156632,0.083453319966793,19.54976811022311,19.54976811022311,14.569795608520508,
