location_id,location_name,sensor_id,sensor_name,latitude,longitude,country,provider,owner,instruments,monitor
225691,"Ma Charean Roadside, Petcha Kasem 8, Nong Khaem",16312738,pm25 µg/m³,13.705582,100.343164,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
225692,"Health Promotion Hospital Sob Pad, Lampang",16312687,pm25 µg/m³,18.2508166,99.76395,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
225692,"Health Promotion Hospital Sob Pad, Lampang",1304247,pm25 µg/m³,18.2508166,99.76395,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
225693,"Debaratana Vejjanukul Hospital, Mae Chaem",1304386,pm25 µg/m³,18.498333,98.379444,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
225693,"Debaratana Vejjanukul Hospital, Mae Chaem",16312656,pm25 µg/m³,18.498333,98.379444,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228541,"60th Anniversary Queen Sirikit Public Park, Loei",16312565,pm25 µg/m³,17.48462,101.732734,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228541,"60th Anniversary Queen Sirikit Public Park, Loei",1317087,pm25 µg/m³,17.48462,101.732734,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228542,"Nong Prajak Public Park, Udon Thani",16312802,pm25 µg/m³,17.414174,102.78092600000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228542,"Nong Prajak Public Park, Udon Thani",1317103,pm25 µg/m³,17.414174,102.78092600000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228543,"72nd Anniversary King Bhumibol Public Park, Uttaradit",1317108,pm25 µg/m³,17.631351999999996,100.09896000000002,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228543,"72nd Anniversary King Bhumibol Public Park, Uttaradit",16312568,pm25 µg/m³,17.631351999999996,100.09896000000002,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228544,"Meteorological stations, Sakon Nakhon",16312753,pm25 µg/m³,17.15662,104.13321599999999,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228544,"Meteorological stations, Sakon Nakhon",1317093,pm25 µg/m³,17.15662,104.13321599999999,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
228627,"Polytechnic College, Trang",16312848,pm25 µg/m³,7.570238000000001,99.58874300000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
