network,station_code,initialization_time_utc,datetime_utc,observed_pm25,obs_n_obs,GEOSPM25,forecast_day,station_name
Lao PDR AQMS,AQMS07,2020-07-09 00:00:00+00:00,2020-07-09 13:30:00+00:00,14.6,3,7.454059600830078,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-09 00:00:00+00:00,2020-07-09 13:30:00+00:00,27.466667,3,16.10735511779785,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-09 00:00:00+00:00,2020-07-09 13:30:00+00:00,18.333333,3,16.10735511779785,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-09 00:00:00+00:00,2020-07-09 16:30:00+00:00,25.933333,3,15.083332061767578,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-09 00:00:00+00:00,2020-07-09 16:30:00+00:00,17.9,3,8.279264450073242,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-09 00:00:00+00:00,2020-07-09 16:30:00+00:00,30.3,3,13.976975440979004,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-09 00:00:00+00:00,2020-07-09 16:30:00+00:00,24.0,3,13.976975440979004,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-09 00:00:00+00:00,2020-07-09 19:30:00+00:00,11.2,3,9.768752098083496,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-09 00:00:00+00:00,2020-07-09 19:30:00+00:00,17.666667,3,17.599454879760742,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-09 00:00:00+00:00,2020-07-09 19:30:00+00:00,7.666667,3,17.599454879760742,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-09 00:00:00+00:00,2020-07-09 22:30:00+00:00,7.2,3,20.116111755371097,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-09 00:00:00+00:00,2020-07-09 22:30:00+00:00,6.633333,3,11.820108413696287,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-09 00:00:00+00:00,2020-07-09 22:30:00+00:00,12.9,3,20.855937957763672,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-09 00:00:00+00:00,2020-07-09 22:30:00+00:00,25.0,3,20.855937957763672,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 01:30:00+00:00,9.266667,3,16.814529418945312,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 01:30:00+00:00,20.8,3,12.839218139648438,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 01:30:00+00:00,23.0,3,16.159603118896484,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 01:30:00+00:00,22.666667,3,16.159603118896484,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 04:30:00+00:00,8.166667,3,12.049408912658691,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 04:30:00+00:00,11.433333,3,8.784368515014648,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 04:30:00+00:00,18.666667,3,11.984198570251465,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 04:30:00+00:00,17.333333,3,11.984198570251465,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 07:30:00+00:00,8.566667,3,8.58220100402832,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 07:30:00+00:00,5.766667,3,7.04615592956543,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 07:30:00+00:00,10.1,3,8.013131141662598,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 07:30:00+00:00,10.666667,3,8.013131141662598,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 10:30:00+00:00,11.066667,3,9.238043785095217,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 10:30:00+00:00,5.933333,3,7.435379981994629,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 10:30:00+00:00,3.766667,3,8.59125804901123,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 10:30:00+00:00,7.666667,3,8.59125804901123,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 13:30:00+00:00,12.8,3,12.461177825927734,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 13:30:00+00:00,9.9,3,8.223161697387695,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 13:30:00+00:00,2.233333,3,12.210387229919434,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 13:30:00+00:00,9.333333,3,12.210387229919434,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 16:30:00+00:00,13.5,3,14.351015090942385,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 16:30:00+00:00,10.033333,3,8.485662460327148,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 16:30:00+00:00,17.633333,3,14.962969779968262,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 16:30:00+00:00,12.333333,3,14.962969779968262,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 19:30:00+00:00,7.633333,3,13.95319652557373,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 19:30:00+00:00,3.533333,3,11.73371124267578,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 19:30:00+00:00,13.2,3,18.24066925048828,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 19:30:00+00:00,7.666667,3,18.24066925048828,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-10 00:00:00+00:00,2020-07-10 22:30:00+00:00,10.966667,3,13.957704544067385,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-10 00:00:00+00:00,2020-07-10 22:30:00+00:00,2.633333,3,13.605185508728027,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-10 00:00:00+00:00,2020-07-10 22:30:00+00:00,7.266667,3,20.90642738342285,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-10 00:00:00+00:00,2020-07-10 22:30:00+00:00,5.0,3,20.90642738342285,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 01:30:00+00:00,10.433333,3,11.59278678894043,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 01:30:00+00:00,7.866667,3,12.65589427947998,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 01:30:00+00:00,9.1,3,21.100099563598633,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 01:30:00+00:00,8.333333,3,21.100099563598633,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 04:30:00+00:00,9.333333,3,8.349139213562012,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 04:30:00+00:00,5.866667,3,8.030702590942383,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 04:30:00+00:00,13.433333,3,9.565474510192873,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 04:30:00+00:00,5.0,3,9.565474510192873,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 07:30:00+00:00,10.233333,3,8.140305519104004,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 07:30:00+00:00,3.8,3,5.375919342041016,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 07:30:00+00:00,13.2,3,7.133063316345215,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 07:30:00+00:00,7.666667,3,7.133063316345215,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 10:30:00+00:00,13.233333,3,9.434332847595217,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 10:30:00+00:00,4.366667,3,4.63763427734375,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 10:30:00+00:00,12.5,3,8.386366844177246,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 10:30:00+00:00,12.666667,3,8.386366844177246,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 13:30:00+00:00,20.666667,3,13.212774276733398,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 13:30:00+00:00,7.8,3,6.291678428649902,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 13:30:00+00:00,15.066667,3,10.623215675354004,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 13:30:00+00:00,19.0,3,10.623215675354004,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 16:30:00+00:00,15.7,3,17.426101684570312,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 16:30:00+00:00,4.933333,3,9.257611274719238,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 16:30:00+00:00,18.733333,3,14.467925071716309,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 16:30:00+00:00,20.0,3,14.467925071716309,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 19:30:00+00:00,12.2,3,20.829374313354492,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 19:30:00+00:00,4.6,3,12.569549560546877,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 19:30:00+00:00,16.866667,3,17.254560470581055,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-11 00:00:00+00:00,2020-07-11 22:30:00+00:00,15.6,3,23.66005516052246,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-11 00:00:00+00:00,2020-07-11 22:30:00+00:00,2.166667,3,13.373124122619627,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-11 00:00:00+00:00,2020-07-11 22:30:00+00:00,15.466667,3,20.171417236328125,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-11 00:00:00+00:00,2020-07-11 22:30:00+00:00,13.666667,3,20.171417236328125,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 01:30:00+00:00,15.5,3,28.23744773864746,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 01:30:00+00:00,4.833333,3,14.457419395446776,1,Luang Prabang
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 01:30:00+00:00,21.333333,3,25.66639518737793,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 04:30:00+00:00,6.566667,3,16.78567886352539,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 04:30:00+00:00,13.366667,3,10.499298095703123,1,Luang Prabang
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 04:30:00+00:00,14.0,3,16.89118194580078,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 07:30:00+00:00,10.1,3,14.451507568359377,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 07:30:00+00:00,8.333333,3,7.662676811218262,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-12 00:00:00+00:00,2020-07-12 07:30:00+00:00,10.4,3,14.435365676879885,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 07:30:00+00:00,10.333333,3,14.435365676879885,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 10:30:00+00:00,12.5,3,11.54012966156006,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 10:30:00+00:00,13.233333,3,7.724252223968506,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-12 00:00:00+00:00,2020-07-12 10:30:00+00:00,9.766667,3,12.972492218017578,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 10:30:00+00:00,13.333333,3,12.972492218017578,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 13:30:00+00:00,16.066667,3,10.03925895690918,1,Luang Prabang
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 16:30:00+00:00,29.1,3,15.82485008239746,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 16:30:00+00:00,12.266667,3,12.299921989440918,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-12 00:00:00+00:00,2020-07-12 16:30:00+00:00,25.8,3,15.684834480285645,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 16:30:00+00:00,11.333333,3,15.684834480285645,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 19:30:00+00:00,2.533333,3,13.626250267028809,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-12 00:00:00+00:00,2020-07-12 19:30:00+00:00,11.166667,3,21.39569854736328,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 19:30:00+00:00,8.333333,3,21.39569854736328,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-12 00:00:00+00:00,2020-07-12 22:30:00+00:00,10.3,3,23.449804306030273,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-12 00:00:00+00:00,2020-07-12 22:30:00+00:00,3.433333,3,14.363269805908203,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-12 00:00:00+00:00,2020-07-12 22:30:00+00:00,8.433333,3,27.673179626464844,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-12 00:00:00+00:00,2020-07-12 22:30:00+00:00,7.0,3,27.673179626464844,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 01:30:00+00:00,10.366667,3,23.98892593383789,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 01:30:00+00:00,8.8,3,10.29930019378662,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 01:30:00+00:00,8.3,3,23.335453033447266,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 01:30:00+00:00,8.333333,3,23.335453033447266,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 04:30:00+00:00,13.233333,3,13.77798080444336,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 04:30:00+00:00,2.8,3,3.028663158416748,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 04:30:00+00:00,10.766667,3,13.77606964111328,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 04:30:00+00:00,9.0,3,13.77606964111328,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 07:30:00+00:00,10.633333,3,12.113741874694824,1,Vientiane
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 10:30:00+00:00,17.266667,3,8.114105224609375,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 10:30:00+00:00,10.566667,3,7.240581035614014,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 10:30:00+00:00,7.333333,3,7.240581035614014,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 13:30:00+00:00,7.933333,3,9.656020164489746,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 13:30:00+00:00,10.033333,3,5.662632465362549,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 13:30:00+00:00,25.333333,3,14.145898818969728,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 13:30:00+00:00,29.333333,3,14.145898818969728,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 16:30:00+00:00,10.0,3,16.30113983154297,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 16:30:00+00:00,11.1,3,8.09188175201416,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 16:30:00+00:00,18.133333,3,20.87373733520508,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 16:30:00+00:00,23.666667,3,20.87373733520508,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 19:30:00+00:00,6.833333,3,11.396549224853516,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 19:30:00+00:00,17.3,3,24.404052734375,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-13 00:00:00+00:00,2020-07-13 22:30:00+00:00,10.5,3,19.884445190429688,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-13 00:00:00+00:00,2020-07-13 22:30:00+00:00,2.766667,3,14.973674774169922,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-13 00:00:00+00:00,2020-07-13 22:30:00+00:00,9.433333,3,27.35967254638672,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-13 00:00:00+00:00,2020-07-13 22:30:00+00:00,16.666667,3,27.35967254638672,1,Xaythany
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 01:30:00+00:00,9.466667,3,20.28573989868164,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 01:30:00+00:00,13.333333,3,20.28573989868164,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 04:30:00+00:00,343.166667,3,12.81478214263916,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 04:30:00+00:00,14.366667,3,13.893352508544922,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 04:30:00+00:00,9.0,3,13.893352508544922,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 07:30:00+00:00,3.2,3,12.797514915466309,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 07:30:00+00:00,7.2,3,12.15395736694336,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 07:30:00+00:00,5.333333,3,12.15395736694336,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 10:30:00+00:00,9.8,3,12.593676567077637,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-14 00:00:00+00:00,2020-07-14 10:30:00+00:00,7.566667,3,7.060949325561523,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 10:30:00+00:00,10.3,3,12.459253311157228,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 10:30:00+00:00,4.666667,3,12.459253311157228,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 13:30:00+00:00,12.966667,3,14.19687557220459,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-14 00:00:00+00:00,2020-07-14 13:30:00+00:00,23.666667,3,8.58993148803711,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 13:30:00+00:00,19.433333,3,15.691539764404297,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 13:30:00+00:00,10.0,3,15.691539764404297,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 16:30:00+00:00,16.966667,3,16.5854434967041,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-14 00:00:00+00:00,2020-07-14 16:30:00+00:00,26.733333,3,10.775774002075195,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 16:30:00+00:00,37.233333,3,16.511638641357422,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 19:30:00+00:00,10.733333,3,17.588220596313477,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-14 00:00:00+00:00,2020-07-14 19:30:00+00:00,14.933333,3,15.631237983703612,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 19:30:00+00:00,33.166667,3,7.159386157989502,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 19:30:00+00:00,24.333333,3,7.159386157989502,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-14 00:00:00+00:00,2020-07-14 22:30:00+00:00,7.7,3,19.623783111572266,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-14 00:00:00+00:00,2020-07-14 22:30:00+00:00,17.1,3,9.480575561523438,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-14 00:00:00+00:00,2020-07-14 22:30:00+00:00,18.333333,3,9.480575561523438,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 01:30:00+00:00,16.033333,3,17.654563903808594,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 01:30:00+00:00,13.766667,3,19.271692276000977,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 01:30:00+00:00,13.133333,3,11.644397735595703,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 04:30:00+00:00,12.4,3,16.675140380859375,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 04:30:00+00:00,12.5,3,14.181750297546388,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 04:30:00+00:00,14.166667,3,14.563557624816896,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 04:30:00+00:00,11.666667,3,14.563557624816896,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 07:30:00+00:00,12.2,3,13.81113338470459,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 07:30:00+00:00,3.466667,3,11.461090087890623,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 07:30:00+00:00,15.6,3,12.04148292541504,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 10:30:00+00:00,2.133333,3,11.94967269897461,1,Luang Prabang
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 10:30:00+00:00,8.333333,3,13.077081680297852,1,Xaythany
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 13:30:00+00:00,10.3,3,14.967354774475098,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 13:30:00+00:00,17.833333,3,12.92881202697754,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 13:30:00+00:00,12.666667,3,12.92881202697754,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 16:30:00+00:00,14.666667,3,40.84821701049805,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 16:30:00+00:00,28.966667,3,15.871223449707031,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 16:30:00+00:00,14.0,3,15.871223449707031,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 19:30:00+00:00,11.833333,3,28.76084327697754,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 19:30:00+00:00,8.266667,3,19.940107345581055,1,Luang Prabang
Lao PDR AQMS,AQMS09,2020-07-15 00:00:00+00:00,2020-07-15 19:30:00+00:00,14.233333,3,18.161954879760746,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 19:30:00+00:00,13.333333,3,18.161954879760746,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-15 00:00:00+00:00,2020-07-15 22:30:00+00:00,11.866667,3,22.65671157836914,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-15 00:00:00+00:00,2020-07-15 22:30:00+00:00,4.933333,3,16.392383575439453,1,Luang Prabang
Lao PDR AQMS,AQMS10,2020-07-15 00:00:00+00:00,2020-07-15 22:30:00+00:00,10.666667,3,14.405138969421388,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-17 00:00:00+00:00,2020-07-17 01:30:00+00:00,4.2,3,17.64801788330078,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-17 00:00:00+00:00,2020-07-17 01:30:00+00:00,7.566667,3,14.42649745941162,1,Xaythany
Lao PDR AQMS,AQMS10,2020-07-17 00:00:00+00:00,2020-07-17 01:30:00+00:00,5.666667,3,14.42649745941162,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-17 00:00:00+00:00,2020-07-17 04:30:00+00:00,4.533333,3,8.844172477722168,1,Vientiane
Lao PDR AQMS,AQMS07,2020-07-17 00:00:00+00:00,2020-07-17 04:30:00+00:00,1.4,3,9.747346878051758,1,Luang Prabang
Lao PDR AQMS,AQMS10,2020-07-17 00:00:00+00:00,2020-07-17 04:30:00+00:00,6.0,3,8.22103214263916,1,Xaythany
Lao PDR AQMS,AQMS06,2020-07-17 00:00:00+00:00,2020-07-17 07:30:00+00:00,6.333333,3,7.071859359741211,1,Vientiane
Lao PDR AQMS,AQMS09,2020-07-17 00:00:00+00:00,2020-07-17 07:30:00+00:00,8.933333,3,7.41578483581543,1,Xaythany
