path,size_bytes,sha256,source,training_purpose,redistribution_status
data/module2/pcd/th81t.csv,13187,d2900df5f345c1a0ef3e40dc2dc1b3556fd775029fa30bd6b8dd7335790186b7,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th82t.csv,13857,9ce590103c29f671006b4b011f68734eea1c371dfd113dc6897a17045ad05cd6,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th83t.csv,13466,b74a43e69756350df4a89f8302a221710eb099eec4447e56c230d9d3935ad0d1,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th84t.csv,16002,53ac6a8f94277cf134a1b2d1475738ec267071b8dcfb33b35e36c958a252e5b4,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th85t.csv,14657,e8ecb449cba18e24abae123712b710d32e28d36535ca87ef5202daf27b5f35f9,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th86t.csv,14521,728f7faa41e11e65f7b4faa675bd25a1556bb76e23b02ba4627a660380013818,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th87t.csv,13460,5d8da5ed3bfbeee3d3f207730a5a4a08002e5b7e223048b558612132f2edb6ac,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th88t.csv,14488,676c3d4b820f0ab9c47435534091b86d37f6bd42d1e3d6461c916fe17b56947e,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th89t.csv,13949,b3dfcbe017d6823d96d7948b3f4caa7ddb00f0ec72481935d253e90aee91dd25,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th90t.csv,13649,f2b6038c63f49389ef9a515cae4f5366cb588e8dbb994b2a395688a48529aded,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th91t.csv,14153,b43fa25d9e8b6b7284a1d77751a35c2651e652b9da443394558e9c41eb741398,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th92t.csv,16505,fe4b659edfefd58811753804fbe639ce7c36d5cab6b03115f0a7930a1e48a5d6,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th93t.csv,11801,5b87271fb920216123ed35eeeef2adf5fffd4aee54d16213c36ab17d986a23e9,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th94t.csv,14903,81a050cb2a9570e1623decbf16b24d9965a7a917e3a6c2e4e470730139255b7e,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th95t.csv,12430,f642f4b55ddb38a33b5009f508ba7365450751956adfd090eef08f20cf7722fb,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th96t.csv,11297,89e4370afbd4710f6fc5a2c0975e7d23bd8f9814f95c71cd75829d5dcc655107,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th97t.csv,10457,0fa66b4306e57bf567fd3b5d5bbfa8eff4d92d2a0c1168101bf303e3219fb8d8,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th98t.csv,17177,511cb72b59ecb81f8e5c347824fe970e892334e31d03ae28669bd4affc449e1c,Thai PCD,Ground-station QA/QC,confirm before public release
data/module2/pcd/th99t.csv,12977,b2e5650fd223616af4ac7b9b5f0bd099f8e30e74be3ce5a83c40db340989bc58,Thai PCD,Ground-station QA/QC,confirm before public release
data/module3/aqms_geos_collocated_training_sample_day1.csv,2570583,52193943ade73df2c859f3e4a325f8b07128f02e8dd2137fc482f5d0b9245b38,Derived training assets,Module 3 demonstration,inherits source terms
data/module3/model_assets/max_min4.csv,242,3f1370ee1ec868c3edc15240436dd0b29421260484fbabbbb24fe8210b22a7f9,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/model_downscale_v1_colab.keras,658114,6055456e045302a454ea7edc9fb780f176785a9d1c0b64f31a2a9c8d34d5d9c9,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_ensemble.h5,74952,912926d430043b836d1e7c7e71976073faf3decb362f9bfe9630112f907b93fe,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold00.h5,71112,b66d6a5225bd5daa9604bbf264460e2a3e73c64bdf1ad201ba96005625371175,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold01.h5,71112,816f69e9ba36e69a582c94a5ce4b2a03b46d563108dd3a4034f3885a19d0255c,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold02.h5,71208,5312928280ba6f797f7fd37f282099f23a570d051162f951070f38c75ef91acf,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold03.h5,71208,ddb7f655dfbf3ec47b81a7a380248669b2435c09611a5ec6e5401825e80e642b,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold04.h5,71208,2c95e3d8ae794d20d86aac2c543f9a7cb2bae7bba6535981910163b13ff063eb,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold05.h5,71208,78f7c4a5ab3ade9b6de37aec0f7767a05d65c7a2b18311dc1b09243caae46947,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold06.h5,71208,ffe25b7424c65f4677bb76395b5ce75de0f7311931ccf18f2ffe44fcc486e6d0,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold07.h5,71208,e12d1fc4448dd5e645396ba91088c682c0d86d388a460551f2f396e1a73756e5,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold08.h5,71208,f7aa94b3d12626499e65c6fdd4875c0b9bb7ee854c554079dba47d9ed8ea3341,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day1_fold09.h5,71112,aa6ede645af54e6851ee6491621f3d0e456bbc8869c7faec252b25ea51b7e771,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_ensemble.h5,74952,3ad1f99c866c660f620e8884a0bed63d2058f7e7a955c0870323b44b545cfb42,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold00.h5,71112,b7f9224182ce743c076552922d47ecd8ebf03f3696a930c2fcbb173e981f02a8,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold01.h5,71112,534afc7b97ec0bf73402877496cd6ad5d30ee3cffdabe2949accd73c519201a2,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold02.h5,71208,f7aa764fac6f68e3ad55984d8c1d83793e6ed71af5024b250113bffdee6bcdd2,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold03.h5,71208,94704118a5a812b16f1825e709f35a446513800491eb598a26e6a906e468ad0b,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold04.h5,71208,c8f81a431a7096d065541940431a9febe25f5376d630b42abae1239c6134edd6,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold05.h5,71208,d33d0b1f849af72ee1993b68d7f75886096556194f38f0fbd8c527a6cd2de855,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold06.h5,71208,319b9aa66e64de47abfffb4611aed13e78932bca3d57f672e14acf4bd9833166,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold07.h5,71208,b97d00dc5198e16c088342c73f61ff582d70477c60f66c5d8a3c58e363a425f0,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold08.h5,71208,ff658c031603499bd4b31e2df28fbc7a65919ec04546c3aaed17df799e6b49f8,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day2_fold09.h5,71112,07b42af4175a05110d0be3ed0d4ad341fc74199e3f2b25b17154ed4dfe9e08e0,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day3_ensemble.h5,75048,53c7c8745887673aeaded5550312d43b63400e6a0809a20c3443db89934077f0,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day3_fold00.h5,71112,ef7a7c9a0574727d50fbf0356abe9a0c3166a8bfbd2a0bfa36f4dd8f833aa8aa,Training author,v3.1 and downscaling inference,educational package
data/module3/model_assets/v3_1_dnn_bias_Correction_day3_fold01.h5,71112,9e19913bdc2c37c418e505aaf3f72237f62a0393927d8cf5ab3017616b925fe1,Training author,v3.1 and downscaling inference,educational package
