date,time,pm25,pm10,station_name,lat,lon
2021-01-01,00:00,15.0,53.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,01:00,15.0,53.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,02:00,16.0,57.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,03:00,21.0,53.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,04:00,18.0,53.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,05:00,12.0,57.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,06:00,10.0,45.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,07:00,11.0,31.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,08:00,13.0,26.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,09:00,20.0,41.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,10:00,18.0,62.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,11:00,22.0,62.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,12:00,25.0,55.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,13:00,18.0,47.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,14:00,14.0,35.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,15:00,10.0,26.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,16:00,16.0,32.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,17:00,12.0,30.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,18:00,15.0,26.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,19:00,10.0,37.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,20:00,7.0,46.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,21:00,15.0,43.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,22:00,14.0,45.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-01,23:00,17.0,48.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,00:00,14.0,48.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,01:00,23.0,51.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,02:00,16.0,51.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,03:00,14.0,50.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,04:00,16.0,47.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,05:00,14.0,46.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,06:00,20.0,37.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,07:00,14.0,27.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,08:00,10.0,30.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,09:00,15.0,41.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,10:00,21.0,51.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,11:00,22.0,58.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,12:00,25.0,56.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,13:00,26.0,50.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,14:00,19.0,39.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,15:00,26.0,28.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,16:00,23.0,26.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,17:00,21.0,25.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,18:00,19.0,32.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,19:00,16.0,40.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,20:00,11.0,45.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,21:00,19.0,53.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,22:00,18.0,55.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-02,23:00,20.0,55.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,00:00,27.0,58.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,01:00,29.0,56.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,02:00,25.0,56.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,03:00,32.0,65.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,04:00,32.0,64.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
2021-01-03,05:00,32.0,60.0,Tungsadao Municipality Office Chachengsao,13.588554,101.286359
