date,time,pm25,pm10,station_name,lat,lon
2021-01-01,00:00,21.0,61.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,01:00,28.0,55.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,02:00,35.0,44.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,03:00,18.0,36.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,04:00,12.0,20.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,05:00,18.0,31.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,06:00,8.0,28.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,07:00,14.0,24.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,08:00,6.0,41.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,09:00,21.0,36.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,10:00,19.0,47.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,11:00,15.0,92.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,12:00,16.0,55.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,13:00,21.0,63.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,14:00,21.0,47.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,15:00,16.0,50.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,16:00,12.0,38.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,17:00,15.0,36.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,18:00,9.0,40.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,19:00,24.0,45.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,20:00,24.0,52.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,21:00,24.0,53.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,22:00,20.0,50.0,Na Phralan Police Station,14.685833,100.871996
2021-01-01,23:00,23.0,51.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,00:00,24.0,42.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,01:00,22.0,46.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,02:00,20.0,57.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,03:00,17.0,33.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,04:00,16.0,29.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,05:00,15.0,26.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,06:00,10.0,27.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,07:00,15.0,31.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,08:00,12.0,30.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,09:00,20.0,38.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,10:00,23.0,42.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,11:00,24.0,53.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,12:00,21.0,51.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,13:00,20.0,42.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,14:00,17.0,40.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,15:00,21.0,39.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,16:00,23.0,37.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,17:00,24.0,33.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,18:00,22.0,39.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,19:00,26.0,43.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,20:00,24.0,45.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,21:00,32.0,48.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,22:00,38.0,65.0,Na Phralan Police Station,14.685833,100.871996
2021-01-02,23:00,35.0,55.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,00:00,34.0,49.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,01:00,30.0,43.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,02:00,23.0,50.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,03:00,24.0,47.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,04:00,33.0,52.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,05:00,37.0,61.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,06:00,35.0,53.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,07:00,31.0,50.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,08:00,34.0,50.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,09:00,42.0,78.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,10:00,36.0,77.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,11:00,32.0,71.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,12:00,26.0,64.0,Na Phralan Police Station,14.685833,100.871996
2021-01-03,13:00,23.0,50.0,Na Phralan Police Station,14.685833,100.871996
