date,time,pm25,pm10,station_name,lat,lon
2021-01-01,00:00,26.0,46.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,01:00,29.0,50.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,02:00,28.0,55.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,03:00,24.0,50.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,04:00,23.0,49.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,05:00,25.0,46.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,06:00,26.0,46.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,07:00,26.0,44.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,08:00,24.0,42.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,09:00,26.0,45.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,10:00,21.0,38.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,11:00,22.0,30.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,12:00,26.0,34.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,13:00,25.0,38.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,14:00,26.0,41.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,15:00,23.0,36.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,16:00,21.0,47.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,17:00,20.0,42.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,18:00,25.0,41.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,19:00,26.0,43.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,20:00,26.0,35.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,21:00,25.0,34.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,22:00,26.0,42.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-01,23:00,25.0,42.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,00:00,31.0,44.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,01:00,31.0,43.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,02:00,31.0,47.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,03:00,34.0,56.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,04:00,30.0,50.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,05:00,31.0,58.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,06:00,30.0,50.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,07:00,30.0,59.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,08:00,29.0,47.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,09:00,26.0,46.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,10:00,26.0,44.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,11:00,29.0,44.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,12:00,25.0,40.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,13:00,24.0,47.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,14:00,23.0,39.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,15:00,20.0,41.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,16:00,21.0,47.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,17:00,21.0,52.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,18:00,22.0,44.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,19:00,23.0,42.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,20:00,23.0,52.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,21:00,22.0,46.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,22:00,25.0,53.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-02,23:00,28.0,58.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,00:00,28.0,60.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,01:00,31.0,63.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,02:00,29.0,62.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,03:00,28.0,62.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,04:00,29.0,60.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,05:00,28.0,61.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,06:00,29.0,60.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,07:00,30.0,60.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,08:00,32.0,63.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,09:00,29.0,61.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,10:00,28.0,63.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,11:00,29.0,62.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,12:00,27.0,62.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,13:00,27.0,53.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
2021-01-03,14:00,23.0,49.0,Bodindecha Sing Singhaseni School,13.76963,100.614562
