date,time,pm25,pm10,station_name,lat,lon
2021-01-01,00:00,13.0,23.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,01:00,11.0,21.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,02:00,15.0,25.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,03:00,12.0,22.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,04:00,10.0,20.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,05:00,10.0,20.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,06:00,10.0,19.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,07:00,12.0,21.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,08:00,11.0,21.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,09:00,16.0,27.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,10:00,14.0,25.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,11:00,20.0,33.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,12:00,19.0,31.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,13:00,23.0,35.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,14:00,28.0,41.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,15:00,21.0,34.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,16:00,20.0,32.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,17:00,18.0,29.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,18:00,19.0,31.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,19:00,22.0,35.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,20:00,17.0,28.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,21:00,16.0,27.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,22:00,19.0,31.0,White Elephant Park Yala,6.546197,101.2831
2021-01-01,23:00,21.0,33.0,White Elephant Park Yala,6.546197,101.2831
2021-01-02,00:00,18.0,30.0,White Elephant Park Yala,6.546197,101.2831
2021-01-02,01:00,25.0,38.0,White Elephant Park Yala,6.546197,101.2831
