datetime,datetime_utc,pm2.5,lat,lon
2020-12-04 00:00:00,2020-12-03 17:00:00,27.6,17.97019444,102.57100000
2020-12-05 00:00:00,2020-12-04 17:00:00,34.4,17.97019444,102.57100000
2020-12-06 00:00:00,2020-12-05 17:00:00,66.4,17.97019444,102.57100000
2020-12-07 00:00:00,2020-12-06 17:00:00,50,17.97019444,102.57100000
2020-12-08 00:00:00,2020-12-07 17:00:00,34.5,17.97019444,102.57100000
2020-12-09 00:00:00,2020-12-08 17:00:00,56.5,17.97019444,102.57100000
2020-12-10 00:00:00,2020-12-09 17:00:00,69.4,17.97019444,102.57100000
2020-12-11 00:00:00,2020-12-10 17:00:00,38.4,17.97019444,102.57100000
2020-12-12 00:00:00,2020-12-11 17:00:00,55.1,17.97019444,102.57100000
2020-12-13 00:00:00,2020-12-12 17:00:00,33.9,17.97019444,102.57100000
2020-12-14 00:00:00,2020-12-13 17:00:00,39.5,17.97019444,102.57100000
2020-12-15 00:00:00,2020-12-14 17:00:00,26.6,17.97019444,102.57100000
2020-12-16 00:00:00,2020-12-15 17:00:00,18.6,17.97019444,102.57100000
2020-12-17 00:00:00,2020-12-16 17:00:00,29,17.97019444,102.57100000
2020-12-18 00:00:00,2020-12-17 17:00:00,26.2,17.97019444,102.57100000
2020-12-19 00:00:00,2020-12-18 17:00:00,17.8,17.97019444,102.57100000
2020-12-20 00:00:00,2020-12-19 17:00:00,12.6,17.97019444,102.57100000
2020-12-21 00:00:00,2020-12-20 17:00:00,20,17.97019444,102.57100000
2020-12-22 00:00:00,2020-12-21 17:00:00,35.1,17.97019444,102.57100000
2020-12-23 00:00:00,2020-12-22 17:00:00,50.5,17.97019444,102.57100000
2020-12-24 00:00:00,2020-12-23 17:00:00,49,17.97019444,102.57100000
2020-12-25 00:00:00,2020-12-24 17:00:00,37.2,17.97019444,102.57100000
2020-12-26 00:00:00,2020-12-25 17:00:00,39.5,17.97019444,102.57100000
2020-12-27 00:00:00,2020-12-26 17:00:00,35.3,17.97019444,102.57100000
2020-12-28 00:00:00,2020-12-27 17:00:00,39,17.97019444,102.57100000
2020-12-29 00:00:00,2020-12-28 17:00:00,50.4,17.97019444,102.57100000
2020-12-30 00:00:00,2020-12-29 17:00:00,23.8,17.97019444,102.57100000
2020-12-31 00:00:00,2020-12-30 17:00:00,23.2,17.97019444,102.57100000
2021-01-01 00:00:00,2020-12-31 17:00:00,26.9,17.97019444,102.57100000
2021-01-02 00:00:00,2021-01-01 17:00:00,44,17.97019444,102.57100000
2021-01-03 00:00:00,2021-01-02 17:00:00,71.1,17.97019444,102.57100000
2021-01-04 00:00:00,2021-01-03 17:00:00,46,17.97019444,102.57100000
2021-01-05 00:00:00,2021-01-04 17:00:00,70.8,17.97019444,102.57100000
2021-01-06 00:00:00,2021-01-05 17:00:00,50,17.97019444,102.57100000
2021-01-07 00:00:00,2021-01-06 17:00:00,36.4,17.97019444,102.57100000
2021-01-08 00:00:00,2021-01-07 17:00:00,18.3,17.97019444,102.57100000
2021-01-09 00:00:00,2021-01-08 17:00:00,30.2,17.97019444,102.57100000
2021-01-10 00:00:00,2021-01-09 17:00:00,21.1,17.97019444,102.57100000
2021-01-11 00:00:00,2021-01-10 17:00:00,27.7,17.97019444,102.57100000
2021-01-12 00:00:00,2021-01-11 17:00:00,30.6,17.97019444,102.57100000
2021-01-14 00:00:00,2021-01-13 17:00:00,93.7,17.97019444,102.57100000
2021-01-15 00:00:00,2021-01-14 17:00:00,68.6,17.97019444,102.57100000
2021-01-16 00:00:00,2021-01-15 17:00:00,59,17.97019444,102.57100000
2021-01-17 00:00:00,2021-01-16 17:00:00,29.2,17.97019444,102.57100000
2021-01-18 00:00:00,2021-01-17 17:00:00,36.9,17.97019444,102.57100000
2021-01-19 00:00:00,2021-01-18 17:00:00,59.3,17.97019444,102.57100000
2021-01-20 00:00:00,2021-01-19 17:00:00,68.1,17.97019444,102.57100000
2021-01-21 00:00:00,2021-01-20 17:00:00,60.1,17.97019444,102.57100000
2021-01-22 00:00:00,2021-01-21 17:00:00,67.1,17.97019444,102.57100000
2021-01-23 00:00:00,2021-01-22 17:00:00,64.6,17.97019444,102.57100000
2021-01-24 00:00:00,2021-01-23 17:00:00,68.1,17.97019444,102.57100000
2021-01-25 00:00:00,2021-01-24 17:00:00,74.4,17.97019444,102.57100000
2021-01-26 00:00:00,2021-01-25 17:00:00,69,17.97019444,102.57100000
2021-01-27 00:00:00,2021-01-26 17:00:00,67.5,17.97019444,102.57100000
2021-01-28 00:00:00,2021-01-27 17:00:00,36.8,17.97019444,102.57100000
2021-01-29 00:00:00,2021-01-28 17:00:00,32.4,17.97019444,102.57100000
2021-01-30 00:00:00,2021-01-29 17:00:00,45.9,17.97019444,102.57100000
2021-01-31 00:00:00,2021-01-30 17:00:00,49.3,17.97019444,102.57100000
2021-02-01 00:00:00,2021-01-31 17:00:00,56.9,17.97019444,102.57100000
2021-02-02 00:00:00,2021-02-01 17:00:00,49.1,17.97019444,102.57100000
2021-02-03 00:00:00,2021-02-02 17:00:00,32.4,17.97019444,102.57100000
2021-02-04 00:00:00,2021-02-03 17:00:00,39.2,17.97019444,102.57100000
2021-02-05 00:00:00,2021-02-04 17:00:00,45.5,17.97019444,102.57100000
2021-02-06 00:00:00,2021-02-05 17:00:00,46.4,17.97019444,102.57100000
2021-02-07 00:00:00,2021-02-06 17:00:00,49.1,17.97019444,102.57100000
2021-02-08 00:00:00,2021-02-07 17:00:00,39.8,17.97019444,102.57100000
2021-02-09 00:00:00,2021-02-08 17:00:00,12.1,17.97019444,102.57100000
2021-02-10 00:00:00,2021-02-09 17:00:00,16.9,17.97019444,102.57100000
2021-02-11 00:00:00,2021-02-10 17:00:00,41.4,17.97019444,102.57100000
2021-02-12 00:00:00,2021-02-11 17:00:00,49.7,17.97019444,102.57100000
2021-02-13 00:00:00,2021-02-12 17:00:00,41.5,17.97019444,102.57100000
2021-02-14 00:00:00,2021-02-13 17:00:00,48.6,17.97019444,102.57100000
2021-02-15 00:00:00,2021-02-14 17:00:00,57.8,17.97019444,102.57100000
2021-02-16 00:00:00,2021-02-15 17:00:00,61.6,17.97019444,102.57100000
2021-02-17 00:00:00,2021-02-16 17:00:00,35.6,17.97019444,102.57100000
2021-02-18 00:00:00,2021-02-17 17:00:00,32.1,17.97019444,102.57100000
2021-02-19 00:00:00,2021-02-18 17:00:00,33.5,17.97019444,102.57100000
2021-02-20 00:00:00,2021-02-19 17:00:00,43.3,17.97019444,102.57100000
2021-02-21 00:00:00,2021-02-20 17:00:00,57.2,17.97019444,102.57100000
2021-02-22 00:00:00,2021-02-21 17:00:00,67.9,17.97019444,102.57100000
2021-02-23 00:00:00,2021-02-22 17:00:00,57.2,17.97019444,102.57100000
2021-03-01 00:00:00,2021-02-28 17:00:00,108.1,17.97019444,102.57100000
2021-03-02 00:00:00,2021-03-01 17:00:00,63.9,17.97019444,102.57100000
2021-03-03 00:00:00,2021-03-02 17:00:00,28.1,17.97019444,102.57100000
2021-03-04 00:00:00,2021-03-03 17:00:00,22,17.97019444,102.57100000
2021-03-05 00:00:00,2021-03-04 17:00:00,24.6,17.97019444,102.57100000
2021-03-06 00:00:00,2021-03-05 17:00:00,45.1,17.97019444,102.57100000
2021-03-07 00:00:00,2021-03-06 17:00:00,40.3,17.97019444,102.57100000
2021-03-08 00:00:00,2021-03-07 17:00:00,31.2,17.97019444,102.57100000
2021-03-09 00:00:00,2021-03-08 17:00:00,40.2,17.97019444,102.57100000
2021-03-10 00:00:00,2021-03-09 17:00:00,50.3,17.97019444,102.57100000
2021-03-11 00:00:00,2021-03-10 17:00:00,57.3,17.97019444,102.57100000
2021-03-12 00:00:00,2021-03-11 17:00:00,51.4,17.97019444,102.57100000
2021-03-13 00:00:00,2021-03-12 17:00:00,46.8,17.97019444,102.57100000
2021-03-14 00:00:00,2021-03-13 17:00:00,47.7,17.97019444,102.57100000
2021-03-15 00:00:00,2021-03-14 17:00:00,65.8,17.97019444,102.57100000
2021-03-16 00:00:00,2021-03-15 17:00:00,72.6,17.97019444,102.57100000
2021-03-17 00:00:00,2021-03-16 17:00:00,92,17.97019444,102.57100000
2021-03-18 00:00:00,2021-03-17 17:00:00,90.7,17.97019444,102.57100000
2021-03-19 00:00:00,2021-03-18 17:00:00,97.7,17.97019444,102.57100000
2021-03-20 00:00:00,2021-03-19 17:00:00,83.6,17.97019444,102.57100000
2021-03-21 00:00:00,2021-03-20 17:00:00,73.6,17.97019444,102.57100000
2021-03-22 00:00:00,2021-03-21 17:00:00,17,17.97019444,102.57100000
2021-03-23 00:00:00,2021-03-22 17:00:00,28,17.97019444,102.57100000
2021-03-24 00:00:00,2021-03-23 17:00:00,44.6,17.97019444,102.57100000
2021-03-25 00:00:00,2021-03-24 17:00:00,57.8,17.97019444,102.57100000
2021-03-26 00:00:00,2021-03-25 17:00:00,75.8,17.97019444,102.57100000
2021-03-27 00:00:00,2021-03-26 17:00:00,57.8,17.97019444,102.57100000
2021-03-28 00:00:00,2021-03-27 17:00:00,40.8,17.97019444,102.57100000
2021-03-29 00:00:00,2021-03-28 17:00:00,31.8,17.97019444,102.57100000
2021-03-30 00:00:00,2021-03-29 17:00:00,35.7,17.97019444,102.57100000
2021-03-31 00:00:00,2021-03-30 17:00:00,64.4,17.97019444,102.57100000
2021-04-01 00:00:00,2021-03-31 17:00:00,94.2,17.97019444,102.57100000
2021-04-02 00:00:00,2021-04-01 17:00:00,97.3,17.97019444,102.57100000
2021-04-03 00:00:00,2021-04-02 17:00:00,51.2,17.97019444,102.57100000
2021-04-04 00:00:00,2021-04-03 17:00:00,22,17.97019444,102.57100000
2021-04-05 00:00:00,2021-04-04 17:00:00,23.5,17.97019444,102.57100000
2021-04-06 00:00:00,2021-04-05 17:00:00,28.9,17.97019444,102.57100000
2021-04-07 00:00:00,2021-04-06 17:00:00,17,17.97019444,102.57100000
2021-04-08 00:00:00,2021-04-07 17:00:00,17.9,17.97019444,102.57100000
2021-04-09 00:00:00,2021-04-08 17:00:00,41.1,17.97019444,102.57100000
2021-04-10 00:00:00,2021-04-09 17:00:00,31.1,17.97019444,102.57100000
2021-04-11 00:00:00,2021-04-10 17:00:00,23.2,17.97019444,102.57100000
2021-04-12 00:00:00,2021-04-11 17:00:00,34.3,17.97019444,102.57100000
2021-04-13 00:00:00,2021-04-12 17:00:00,37.1,17.97019444,102.57100000
2021-04-14 00:00:00,2021-04-13 17:00:00,27.3,17.97019444,102.57100000
2021-04-15 00:00:00,2021-04-14 17:00:00,28.8,17.97019444,102.57100000
2021-04-16 00:00:00,2021-04-15 17:00:00,34.2,17.97019444,102.57100000
2021-04-17 00:00:00,2021-04-16 17:00:00,16.1,17.97019444,102.57100000
2021-04-18 00:00:00,2021-04-17 17:00:00,17.2,17.97019444,102.57100000
2021-04-19 00:00:00,2021-04-18 17:00:00,11.2,17.97019444,102.57100000
2021-04-20 00:00:00,2021-04-19 17:00:00,24.1,17.97019444,102.57100000
2021-04-21 00:00:00,2021-04-20 17:00:00,28.3,17.97019444,102.57100000
2021-04-22 00:00:00,2021-04-21 17:00:00,33.4,17.97019444,102.57100000
2021-04-23 00:00:00,2021-04-22 17:00:00,37.7,17.97019444,102.57100000
2021-04-24 00:00:00,2021-04-23 17:00:00,50.4,17.97019444,102.57100000
2021-04-25 00:00:00,2021-04-24 17:00:00,53.1,17.97019444,102.57100000
2021-04-26 00:00:00,2021-04-25 17:00:00,29.6,17.97019444,102.57100000
2021-04-27 00:00:00,2021-04-26 17:00:00,9.3,17.97019444,102.57100000
2021-04-28 00:00:00,2021-04-27 17:00:00,19.6,17.97019444,102.57100000
2021-04-29 00:00:00,2021-04-28 17:00:00,13,17.97019444,102.57100000
2021-04-30 00:00:00,2021-04-29 17:00:00,10.2,17.97019444,102.57100000
2021-05-01 00:00:00,2021-04-30 17:00:00,12.7,17.97019444,102.57100000
2021-05-02 00:00:00,2021-05-01 17:00:00,9.9,17.97019444,102.57100000
2021-05-03 00:00:00,2021-05-02 17:00:00,16.1,17.97019444,102.57100000
2021-05-04 00:00:00,2021-05-03 17:00:00,21,17.97019444,102.57100000
2021-05-05 00:00:00,2021-05-04 17:00:00,29.1,17.97019444,102.57100000
2021-05-06 00:00:00,2021-05-05 17:00:00,17.3,17.97019444,102.57100000
2021-05-07 00:00:00,2021-05-06 17:00:00,24.9,17.97019444,102.57100000
2021-05-08 00:00:00,2021-05-07 17:00:00,26.9,17.97019444,102.57100000
2021-05-09 00:00:00,2021-05-08 17:00:00,31.2,17.97019444,102.57100000
2021-05-10 00:00:00,2021-05-09 17:00:00,25.4,17.97019444,102.57100000
2021-05-11 00:00:00,2021-05-10 17:00:00,18.7,17.97019444,102.57100000
2021-05-12 00:00:00,2021-05-11 17:00:00,19.6,17.97019444,102.57100000
2021-05-13 00:00:00,2021-05-12 17:00:00,20.4,17.97019444,102.57100000
2021-05-14 00:00:00,2021-05-13 17:00:00,20.7,17.97019444,102.57100000
2021-05-15 00:00:00,2021-05-14 17:00:00,23.9,17.97019444,102.57100000
2021-05-16 00:00:00,2021-05-15 17:00:00,23.8,17.97019444,102.57100000
2021-05-17 00:00:00,2021-05-16 17:00:00,23.1,17.97019444,102.57100000
2021-05-18 00:00:00,2021-05-17 17:00:00,22.4,17.97019444,102.57100000
2021-05-19 00:00:00,2021-05-18 17:00:00,20,17.97019444,102.57100000
2021-05-20 00:00:00,2021-05-19 17:00:00,18.1,17.97019444,102.57100000
2021-05-21 00:00:00,2021-05-20 17:00:00,24.1,17.97019444,102.57100000
2021-05-22 00:00:00,2021-05-21 17:00:00,20.8,17.97019444,102.57100000
2021-05-23 00:00:00,2021-05-22 17:00:00,17.8,17.97019444,102.57100000
2021-05-24 00:00:00,2021-05-23 17:00:00,15.1,17.97019444,102.57100000
2021-05-25 00:00:00,2021-05-24 17:00:00,9.1,17.97019444,102.57100000
2021-05-26 00:00:00,2021-05-25 17:00:00,16.4,17.97019444,102.57100000
2021-05-27 00:00:00,2021-05-26 17:00:00,14.4,17.97019444,102.57100000
2021-05-28 00:00:00,2021-05-27 17:00:00,11.6,17.97019444,102.57100000
2021-05-29 00:00:00,2021-05-28 17:00:00,12,17.97019444,102.57100000
2021-05-30 00:00:00,2021-05-29 17:00:00,15.4,17.97019444,102.57100000
2021-05-31 00:00:00,2021-05-30 17:00:00,15.3,17.97019444,102.57100000
2021-06-01 00:00:00,2021-05-31 17:00:00,13.8,17.97019444,102.57100000
2021-06-02 00:00:00,2021-06-01 17:00:00,12.4,17.97019444,102.57100000
2021-06-03 00:00:00,2021-06-02 17:00:00,13.2,17.97019444,102.57100000
2021-06-04 00:00:00,2021-06-03 17:00:00,13.8,17.97019444,102.57100000
2021-06-05 00:00:00,2021-06-04 17:00:00,12.3,17.97019444,102.57100000
2021-06-06 00:00:00,2021-06-05 17:00:00,10.5,17.97019444,102.57100000
2021-06-07 00:00:00,2021-06-06 17:00:00,17.5,17.97019444,102.57100000
2021-06-08 00:00:00,2021-06-07 17:00:00,14.7,17.97019444,102.57100000
2021-06-09 00:00:00,2021-06-08 17:00:00,8.6,17.97019444,102.57100000
2021-06-10 00:00:00,2021-06-09 17:00:00,4.6,17.97019444,102.57100000
2021-06-11 00:00:00,2021-06-10 17:00:00,5.8,17.97019444,102.57100000
2021-06-12 00:00:00,2021-06-11 17:00:00,8.1,17.97019444,102.57100000
2021-06-13 00:00:00,2021-06-12 17:00:00,3.9,17.97019444,102.57100000
2021-06-14 00:00:00,2021-06-13 17:00:00,12.3,17.97019444,102.57100000
2021-06-15 00:00:00,2021-06-14 17:00:00,8.3,17.97019444,102.57100000
2021-06-16 00:00:00,2021-06-15 17:00:00,4.9,17.97019444,102.57100000
2021-06-17 00:00:00,2021-06-16 17:00:00,9.3,17.97019444,102.57100000
2021-06-18 00:00:00,2021-06-17 17:00:00,13.4,17.97019444,102.57100000
2021-06-19 00:00:00,2021-06-18 17:00:00,9.7,17.97019444,102.57100000
2021-06-20 00:00:00,2021-06-19 17:00:00,11.6,17.97019444,102.57100000
2021-06-21 00:00:00,2021-06-20 17:00:00,16.6,17.97019444,102.57100000
2021-06-22 00:00:00,2021-06-21 17:00:00,18.7,17.97019444,102.57100000
2021-06-23 00:00:00,2021-06-22 17:00:00,14.5,17.97019444,102.57100000
2021-06-24 00:00:00,2021-06-23 17:00:00,16,17.97019444,102.57100000
2021-06-25 00:00:00,2021-06-24 17:00:00,14,17.97019444,102.57100000
2021-06-26 00:00:00,2021-06-25 17:00:00,13.3,17.97019444,102.57100000
2021-06-27 00:00:00,2021-06-26 17:00:00,11.1,17.97019444,102.57100000
2021-06-28 00:00:00,2021-06-27 17:00:00,8.4,17.97019444,102.57100000
2021-06-29 00:00:00,2021-06-28 17:00:00,8.9,17.97019444,102.57100000
2021-06-30 00:00:00,2021-06-29 17:00:00,12.6,17.97019444,102.57100000
2021-07-01 00:00:00,2021-06-30 17:00:00,14.2,17.97019444,102.57100000
2021-07-02 00:00:00,2021-07-01 17:00:00,13.3,17.97019444,102.57100000
2021-07-03 00:00:00,2021-07-02 17:00:00,17.4,17.97019444,102.57100000
2021-07-04 00:00:00,2021-07-03 17:00:00,16.4,17.97019444,102.57100000
2021-07-05 00:00:00,2021-07-04 17:00:00,25.4,17.97019444,102.57100000
2021-07-06 00:00:00,2021-07-05 17:00:00,10.2,17.97019444,102.57100000
2021-07-07 00:00:00,2021-07-06 17:00:00,11.9,17.97019444,102.57100000
2021-07-08 00:00:00,2021-07-07 17:00:00,11.6,17.97019444,102.57100000
2021-07-09 00:00:00,2021-07-08 17:00:00,9.4,17.97019444,102.57100000
2021-07-10 00:00:00,2021-07-09 17:00:00,11,17.97019444,102.57100000
2021-07-11 00:00:00,2021-07-10 17:00:00,7.2,17.97019444,102.57100000
2021-07-12 00:00:00,2021-07-11 17:00:00,8.4,17.97019444,102.57100000
2021-07-14 00:00:00,2021-07-13 17:00:00,17.8,17.97019444,102.57100000
2021-07-15 00:00:00,2021-07-14 17:00:00,8.5,17.97019444,102.57100000
2021-07-16 00:00:00,2021-07-15 17:00:00,15.2,17.97019444,102.57100000
2021-07-17 00:00:00,2021-07-16 17:00:00,14.1,17.97019444,102.57100000
2021-07-18 00:00:00,2021-07-17 17:00:00,13.2,17.97019444,102.57100000
2021-07-19 00:00:00,2021-07-18 17:00:00,7.8,17.97019444,102.57100000
2021-07-20 00:00:00,2021-07-19 17:00:00,10.9,17.97019444,102.57100000
2021-07-21 00:00:00,2021-07-20 17:00:00,7.6,17.97019444,102.57100000
2021-07-22 00:00:00,2021-07-21 17:00:00,10.2,17.97019444,102.57100000
2021-07-23 00:00:00,2021-07-22 17:00:00,4.9,17.97019444,102.57100000
2021-07-24 00:00:00,2021-07-23 17:00:00,3.9,17.97019444,102.57100000
2021-07-25 00:00:00,2021-07-24 17:00:00,8.9,17.97019444,102.57100000
2021-07-26 00:00:00,2021-07-25 17:00:00,6.3,17.97019444,102.57100000
2021-07-27 00:00:00,2021-07-26 17:00:00,6.4,17.97019444,102.57100000
2021-07-28 00:00:00,2021-07-27 17:00:00,10.3,17.97019444,102.57100000
2021-07-29 00:00:00,2021-07-28 17:00:00,10,17.97019444,102.57100000
2021-07-30 00:00:00,2021-07-29 17:00:00,14.7,17.97019444,102.57100000
2021-07-31 00:00:00,2021-07-30 17:00:00,9.6,17.97019444,102.57100000
2021-08-01 00:00:00,2021-07-31 17:00:00,8.2,17.97019444,102.57100000
2021-08-02 00:00:00,2021-08-01 17:00:00,10,17.97019444,102.57100000
2021-08-03 00:00:00,2021-08-02 17:00:00,11.6,17.97019444,102.57100000
2021-08-04 00:00:00,2021-08-03 17:00:00,10.6,17.97019444,102.57100000
2021-08-05 00:00:00,2021-08-04 17:00:00,11.9,17.97019444,102.57100000
2021-08-06 00:00:00,2021-08-05 17:00:00,14.2,17.97019444,102.57100000
2021-08-07 00:00:00,2021-08-06 17:00:00,11.6,17.97019444,102.57100000
2021-08-08 00:00:00,2021-08-07 17:00:00,10.1,17.97019444,102.57100000
2021-08-09 00:00:00,2021-08-08 17:00:00,13.5,17.97019444,102.57100000
2021-08-10 00:00:00,2021-08-09 17:00:00,19.6,17.97019444,102.57100000
2021-08-11 00:00:00,2021-08-10 17:00:00,10.9,17.97019444,102.57100000
2021-08-12 00:00:00,2021-08-11 17:00:00,17.8,17.97019444,102.57100000
2021-08-13 00:00:00,2021-08-12 17:00:00,12.8,17.97019444,102.57100000
2021-08-14 00:00:00,2021-08-13 17:00:00,10,17.97019444,102.57100000
2021-08-15 00:00:00,2021-08-14 17:00:00,11,17.97019444,102.57100000
2021-08-16 00:00:00,2021-08-15 17:00:00,7.5,17.97019444,102.57100000
2021-08-17 00:00:00,2021-08-16 17:00:00,13.3,17.97019444,102.57100000
2021-08-18 00:00:00,2021-08-17 17:00:00,12.6,17.97019444,102.57100000
